Sentença	Id	Index	Granularidade	Documento
PF apura extravio de respiradores da Santa Casa de Montes Claros MG	240	0	0	PF apura extravio de respiradores da Santa Casa de Montes Claros MG
239	240	-1	1	PF apura extravio de respiradores da Santa Casa de Montes Claros MG
Polícia Federal já prendeu doze procurados internacionais em 2021	241	0	0	Polícia Federal já prendeu doze procurados internacionais em 2021
240	241	-1	1	Polícia Federal já prendeu doze procurados internacionais em 2021
PF deflagra a Operação Papel Branco e desarticula esquema de emissão de laudos fraudulentos em Minas Gerais	242	0	0	PF deflagra a Operação Papel Branco e desarticula esquema de emissão de laudos fraudulentos em Minas Gerais
241	242	-1	1	PF deflagra a Operação Papel Branco e desarticula esquema de emissão de laudos fraudulentos em Minas Gerais
PF prende foragido da Justiça em Minas Gerais	243	0	0	PF prende foragido da Justiça em Minas Gerais
242	243	-1	1	PF prende foragido da Justiça em Minas Gerais
Polícia Federal e Polícia Militar de São Paulo realizam a apreensão de mais de 180 quilos de pasta base de cocaína	244	0	0	Polícia Federal e Polícia Militar de São Paulo realizam a apreensão de mais de 180 quilos de pasta base de cocaína
243	244	-1	1	Polícia Federal e Polícia Militar de São Paulo realizam a apreensão de mais de 180 quilos de pasta base de cocaína
PF recupera peças arqueológicas estrangeiras	245	0	0	PF recupera peças arqueológicas estrangeiras
244	245	-1	1	PF recupera peças arqueológicas estrangeiras
PF desarticula organização criminosa voltada ao tráfico de drogas e crimes violentos nos estados do Acre e Mato Grosso do Sul	246	0	0	PF desarticula organização criminosa voltada ao tráfico de drogas e crimes violentos nos estados do Acre e Mato Grosso do Sul
245	246	-1	1	PF desarticula organização criminosa voltada ao tráfico de drogas e crimes violentos nos estados do Acre e Mato Grosso do Sul
PF deflagra operação	247	0	0	PF deflagra operação Desmascarados para apurar possíveis fraudes em licitação no RJ
Desmascarados para apurar possíveis fraudes em licitação no RJ	247	1	0	PF deflagra operação Desmascarados para apurar possíveis fraudes em licitação no RJ
246	247	-1	1	PF deflagra operação Desmascarados para apurar possíveis fraudes em licitação no RJ
PF apreende droga dentro de latas de compota de frutas	248	0	0	PF apreende droga dentro de latas de compota de frutas
247	248	-1	1	PF apreende droga dentro de latas de compota de frutas
PF combate fraude fundiária no Amapá	249	0	0	PF combate fraude fundiária no Amapá
248	249	-1	1	PF combate fraude fundiária no Amapá
PF e TIGRE PCPR apreendem três embarcações no Rio Paraná	250	0	0	PF e TIGRE PCPR apreendem três embarcações no Rio Paraná
249	250	-1	1	PF e TIGRE PCPR apreendem três embarcações no Rio Paraná
PF prende homem quando recebia cocaína via Correios em Natal RN	251	0	0	PF prende homem quando recebia cocaína via Correios em Natal RN
250	251	-1	1	PF prende homem quando recebia cocaína via Correios em Natal RN
PF deflagra a terceira fase da Operação Bad Trip	252	0	0	PF deflagra a terceira fase da Operação Bad Trip
251	252	-1	1	PF deflagra a terceira fase da Operação Bad Trip
PF combate fraudes em licitações, corrupção e desvios de recursos públicos em prefeitura do RN	253	0	0	PF combate fraudes em licitações , corrupção e desvios de recursos públicos em prefeitura do RN
252	253	-1	1	PF combate fraudes em licitações , corrupção e desvios de recursos públicos em prefeitura do RN
Polícia Federal e Interpol prendem foragidos da Operação Enterprise	254	0	0	Polícia Federal e Interpol prendem foragidos da Operação Enterprise
253	254	-1	1	Polícia Federal e Interpol prendem foragidos da Operação Enterprise
PF apreendeu 32 quilos de cocaína dentro de prumos de construção	255	0	0	PF apreendeu 32 quilos de cocaína dentro de prumos de construção
254	255	-1	1	PF apreendeu 32 quilos de cocaína dentro de prumos de construção
PF e BPFRON apreendem carregadores de arma de fogo em Santa Terezinha de Itaipu PR, no âmbito da Operação Hórus e Programa	256	0	0	PF e BPFRON apreendem carregadores de arma de fogo em Santa Terezinha de Itaipu PR , no âmbito da Operação Hórus e Programa VIGIA
VIGIA	256	1	0	PF e BPFRON apreendem carregadores de arma de fogo em Santa Terezinha de Itaipu PR , no âmbito da Operação Hórus e Programa VIGIA
255	256	-1	1	PF e BPFRON apreendem carregadores de arma de fogo em Santa Terezinha de Itaipu PR , no âmbito da Operação Hórus e Programa VIGIA
PF, em ação integrada, combate o tráfico de drogas em Roraima	257	0	0	PF , em ação integrada , combate o tráfico de drogas em Roraima
256	257	-1	1	PF , em ação integrada , combate o tráfico de drogas em Roraima
PF combate fraude em auxílios emergenciais	258	0	0	PF combate fraude em auxílios emergenciais
257	258	-1	1	PF combate fraude em auxílios emergenciais
PF combate a comercialização de cigarros contrabandeados	259	0	0	PF combate a comercialização de cigarros contrabandeados
258	259	-1	1	PF combate a comercialização de cigarros contrabandeados
Polícia Federal, em ação conjunta com a Polícia Militar, apreendeu mais de 3 kg de cocaína	260	0	0	Polícia Federal , em ação conjunta com a Polícia Militar , apreendeu mais de 3 kg de cocaína
259	260	-1	1	Polícia Federal , em ação conjunta com a Polícia Militar , apreendeu mais de 3 kg de cocaína
PF,	261	0	0	PF , em operação conjunta com a Polícia Militar BEPI realiza erradicação de 1 . 600 pés de maconha na zona rural do município de Orocó PE
em operação conjunta com a Polícia Militar BEPI realiza erradicação de 1.	261	1	0	PF , em operação conjunta com a Polícia Militar BEPI realiza erradicação de 1 . 600 pés de maconha na zona rural do município de Orocó PE
600 pés de maconha na zona rural do município de Orocó PE	261	2	0	PF , em operação conjunta com a Polícia Militar BEPI realiza erradicação de 1 . 600 pés de maconha na zona rural do município de Orocó PE
260	261	-1	1	PF , em operação conjunta com a Polícia Militar BEPI realiza erradicação de 1 . 600 pés de maconha na zona rural do município de Orocó PE
PF desarticula organização criminosa volta à lavagem de dinheiro oriundo do tráfico de drogas	262	0	0	PF desarticula organização criminosa volta à lavagem de dinheiro oriundo do tráfico de drogas
261	262	-1	1	PF desarticula organização criminosa volta à lavagem de dinheiro oriundo do tráfico de drogas
PF deflagra Operação	263	0	0	PF deflagra Operação A - 21 para combater a disseminação de pornografia infantojuvenil
A - 21 para combater a disseminação de pornografia infantojuvenil	263	1	0	PF deflagra Operação A - 21 para combater a disseminação de pornografia infantojuvenil
262	263	-1	1	PF deflagra Operação A - 21 para combater a disseminação de pornografia infantojuvenil
PF deflagra Operação Faraó para combater tráfico de drogas sintéticas no Espírito Santo	264	0	0	PF deflagra Operação Faraó para combater tráfico de drogas sintéticas no Espírito Santo
263	264	-1	1	PF deflagra Operação Faraó para combater tráfico de drogas sintéticas no Espírito Santo
Polícia Federal deflagra Operação Lavaggio para apurar crime de lavagem de dinheiro decorrente de tráfico internacional de drogas	265	0	0	Polícia Federal deflagra Operação Lavaggio para apurar crime de lavagem de dinheiro decorrente de tráfico internacional de drogas
264	265	-1	1	Polícia Federal deflagra Operação Lavaggio para apurar crime de lavagem de dinheiro decorrente de tráfico internacional de drogas
PF, em ação integrada, apreende caminhão carregado com cigarros contrabandeados	266	0	0	PF , em ação integrada , apreende caminhão carregado com cigarros contrabandeados
265	266	-1	1	PF , em ação integrada , apreende caminhão carregado com cigarros contrabandeados
Polícia Federal cumpre mandado de prisão em Pernambuco contra um foragido italiano	267	0	0	Polícia Federal cumpre mandado de prisão em Pernambuco contra um foragido italiano
266	267	-1	1	Polícia Federal cumpre mandado de prisão em Pernambuco contra um foragido italiano
PF deflagra operação para investigar desvios de verbas do SUS em Timbaúba PE	268	0	0	PF deflagra operação para investigar desvios de verbas do SUS em Timbaúba PE
267	268	-1	1	PF deflagra operação para investigar desvios de verbas do SUS em Timbaúba PE
PF apreende cerca de 170 de cocaína no Porto de Paranaguá	269	0	0	PF apreende cerca de 170 de cocaína no Porto de Paranaguá
268	269	-1	1	PF apreende cerca de 170 de cocaína no Porto de Paranaguá
PF e BPFRON apreende carregamento de cigarros paraguaios.	270	0	0	PF e BPFRON apreende carregamento de cigarros paraguaios .
269	270	-1	1	PF e BPFRON apreende carregamento de cigarros paraguaios .
PF, em parceria com a FICCO Uberaba e PMRE Iturama - MG, realiza apreensão de aproximadamente uma tonelada de maconha	271	0	0	PF , em parceria com a FICCO Uberaba e PMRE Iturama - MG , realiza apreensão de aproximadamente uma tonelada de maconha
270	271	-1	1	PF , em parceria com a FICCO Uberaba e PMRE Iturama - MG , realiza apreensão de aproximadamente uma tonelada de maconha
Polícia Federal apreende caminhão com grande carga de crack	272	0	0	Polícia Federal apreende caminhão com grande carga de crack
271	272	-1	1	Polícia Federal apreende caminhão com grande carga de crack
PF apreende 6 kg de droga em frascos de perfumes	273	0	0	PF apreende 6 kg de droga em frascos de perfumes
272	273	-1	1	PF apreende 6 kg de droga em frascos de perfumes
PF e BPFRON apreendem um veículo carregado com contrabando	274	0	0	PF e BPFRON apreendem um veículo carregado com contrabando
273	274	-1	1	PF e BPFRON apreendem um veículo carregado com contrabando
PF combate crime de moeda falsa no Acre	275	0	0	PF combate crime de moeda falsa no Acre
274	275	-1	1	PF combate crime de moeda falsa no Acre
PF apreende 600 kg de maconha em Campo Grande MS	276	0	0	PF apreende 600 kg de maconha em Campo Grande MS
275	276	-1	1	PF apreende 600 kg de maconha em Campo Grande MS
PF deflagra Operação Veneza em São Paulo	277	0	0	PF deflagra Operação Veneza em São Paulo
276	277	-1	1	PF deflagra Operação Veneza em São Paulo
PF combate fraudes bancárias no Pará	278	0	0	PF combate fraudes bancárias no Pará
277	278	-1	1	PF combate fraudes bancárias no Pará
PF e BPFRON apreende dois veículos carregados com cigarros paraguaios	279	0	0	PF e BPFRON apreende dois veículos carregados com cigarros paraguaios
278	279	-1	1	PF e BPFRON apreende dois veículos carregados com cigarros paraguaios
Polícia Federal prende mulher com notas falsas	280	0	0	Polícia Federal prende mulher com notas falsas
279	280	-1	1	Polícia Federal prende mulher com notas falsas
PF e BPFRON apreendem quatro veículos carregados com cigarros paraguaios	281	0	0	PF e BPFRON apreendem quatro veículos carregados com cigarros paraguaios
280	281	-1	1	PF e BPFRON apreendem quatro veículos carregados com cigarros paraguaios
PF, em ação integrada, apreende cerca de 50 mil maços de cigarros paraguaios	282	0	0	PF , em ação integrada , apreende cerca de 50 mil maços de cigarros paraguaios
281	282	-1	1	PF , em ação integrada , apreende cerca de 50 mil maços de cigarros paraguaios
PF e BPFRON apreendem oito veículos carregados com cigarros paraguaios	283	0	0	PF e BPFRON apreendem oito veículos carregados com cigarros paraguaios
282	283	-1	1	PF e BPFRON apreendem oito veículos carregados com cigarros paraguaios
PF e BPFRON apreendem dois veículos carregados com cigarros paraguaios	284	0	0	PF e BPFRON apreendem dois veículos carregados com cigarros paraguaios
283	284	-1	1	PF e BPFRON apreendem dois veículos carregados com cigarros paraguaios
PF incinera mais de 8 mil quilos de drogas apreendidas na circunscrição de Araraquara SP	285	0	0	PF incinera mais de 8 mil quilos de drogas apreendidas na circunscrição de Araraquara SP
284	285	-1	1	PF incinera mais de 8 mil quilos de drogas apreendidas na circunscrição de Araraquara SP
PF investiga crime de usurpação de cargo público em Sorocaba SP	286	0	0	PF investiga crime de usurpação de cargo público em Sorocaba SP
285	286	-1	1	PF investiga crime de usurpação de cargo público em Sorocaba SP
Polícia Federal deflagra a maior ação de combate a fraudes contra benefícios emergenciais	287	0	0	Polícia Federal deflagra a maior ação de combate a fraudes contra benefícios emergenciais
286	287	-1	1	Polícia Federal deflagra a maior ação de combate a fraudes contra benefícios emergenciais
PF apreende carga de 220kg de cocaína no Porto de Paranaguá	288	0	0	PF apreende carga de 220 kg de cocaína no Porto de Paranaguá
287	288	-1	1	PF apreende carga de 220 kg de cocaína no Porto de Paranaguá
PF apreende grande quantidade de cocaína na Zona Norte do Rio de Janeiro	289	0	0	PF apreende grande quantidade de cocaína na Zona Norte do Rio de Janeiro
288	289	-1	1	PF apreende grande quantidade de cocaína na Zona Norte do Rio de Janeiro
Polícia Federal deflagra	290	0	0	Polícia Federal deflagra 80 Fase da Operação Lava Jato - Operação PSEUDEIA
80	290	1	0	Polícia Federal deflagra 80 Fase da Operação Lava Jato - Operação PSEUDEIA
Fase da Operação Lava Jato -	290	2	0	Polícia Federal deflagra 80 Fase da Operação Lava Jato - Operação PSEUDEIA
Operação PSEUDEIA	290	3	0	Polícia Federal deflagra 80 Fase da Operação Lava Jato - Operação PSEUDEIA
289	290	-1	1	Polícia Federal deflagra 80 Fase da Operação Lava Jato - Operação PSEUDEIA
PF combate esquema de fraudes contra o sistema previdenciário em MT	291	0	0	PF combate esquema de fraudes contra o sistema previdenciário em MT
290	291	-1	1	PF combate esquema de fraudes contra o sistema previdenciário em MT
PF, em ação integrada combate fraudes em receitas médicas	292	0	0	PF , em ação integrada combate fraudes em receitas médicas
291	292	-1	1	PF , em ação integrada combate fraudes em receitas médicas
PF desarticula associação voltada à prática do crime de tráfico de drogas	293	0	0	PF desarticula associação voltada à prática do crime de tráfico de drogas
292	293	-1	1	PF desarticula associação voltada à prática do crime de tráfico de drogas
Polícia Federal deflagra Operação Pronta	294	0	0	Polícia Federal deflagra Operação Pronta Emergência para combater desvios de recursos públicos no Rio de Janeiro
Emergência para combater desvios de recursos públicos no Rio de Janeiro	294	1	0	Polícia Federal deflagra Operação Pronta Emergência para combater desvios de recursos públicos no Rio de Janeiro
293	294	-1	1	Polícia Federal deflagra Operação Pronta Emergência para combater desvios de recursos públicos no Rio de Janeiro
PF combate a prática de crimes eleitorais em Campina Grande PB	295	0	0	PF combate a prática de crimes eleitorais em Campina Grande PB
294	295	-1	1	PF combate a prática de crimes eleitorais em Campina Grande PB
PF realiza operação de combate a fraudes em licitações e desvio de verbas públicas no Sudoeste baiano	296	0	0	PF realiza operação de combate a fraudes em licitações e desvio de verbas públicas no Sudoeste baiano
295	296	-1	1	PF realiza operação de combate a fraudes em licitações e desvio de verbas públicas no Sudoeste baiano
PF apreende droga dentro de frascos de medicamento	297	0	0	PF apreende droga dentro de frascos de medicamento
296	297	-1	1	PF apreende droga dentro de frascos de medicamento
Polícia Federal incinera 7, 3 toneladas de drogas em Três Lagoas MS	298	0	0	Polícia Federal incinera 7 , 3 toneladas de drogas em Três Lagoas MS
297	298	-1	1	Polícia Federal incinera 7 , 3 toneladas de drogas em Três Lagoas MS
PF e Força Integrada deflagram Operação Fronteira	299	0	0	PF e Força Integrada deflagram Operação Fronteira Fechada contra o tráfico de drogas no Acre
Fechada contra o tráfico de drogas no Acre	299	1	0	PF e Força Integrada deflagram Operação Fronteira Fechada contra o tráfico de drogas no Acre
298	299	-1	1	PF e Força Integrada deflagram Operação Fronteira Fechada contra o tráfico de drogas no Acre
PF, em ação integrada, desarticula organização criminosa voltada ao tráfico de drogas	300	0	0	PF , em ação integrada , desarticula organização criminosa voltada ao tráfico de drogas
299	300	-1	1	PF , em ação integrada , desarticula organização criminosa voltada ao tráfico de drogas
PF realiza a primeira incineração de drogas do ano em Guaíra PR	301	0	0	PF realiza a primeira incineração de drogas do ano em Guaíra PR
300	301	-1	1	PF realiza a primeira incineração de drogas do ano em Guaíra PR
PF investiga possível crime de comércio ilegal de pedras preciosas	302	0	0	PF investiga possível crime de comércio ilegal de pedras preciosas
301	302	-1	1	PF investiga possível crime de comércio ilegal de pedras preciosas
PF e BPFRON apreendem embarcação abandonada no Rio Iguaçu, no âmbito da Operação Hórus e Programa	303	0	0	PF e BPFRON apreendem embarcação abandonada no Rio Iguaçu , no âmbito da Operação Hórus e Programa VIGIA
VIGIA	303	1	0	PF e BPFRON apreendem embarcação abandonada no Rio Iguaçu , no âmbito da Operação Hórus e Programa VIGIA
302	303	-1	1	PF e BPFRON apreendem embarcação abandonada no Rio Iguaçu , no âmbito da Operação Hórus e Programa VIGIA
Operação Palha Grande desarticula esquema de fraudes contra o INSS no Recôncavo Baiano	304	0	0	Operação Palha Grande desarticula esquema de fraudes contra o INSS no Recôncavo Baiano
303	304	-1	1	Operação Palha Grande desarticula esquema de fraudes contra o INSS no Recôncavo Baiano
Polícia Federal prende homem com 2 mil reais em cédulas falsas recebidas pelos Correios em Foz do Iguaçu PR	305	0	0	Polícia Federal prende homem com 2 mil reais em cédulas falsas recebidas pelos Correios em Foz do Iguaçu PR
304	305	-1	1	Polícia Federal prende homem com 2 mil reais em cédulas falsas recebidas pelos Correios em Foz do Iguaçu PR
Operação Advenus combate crime de promoção de migração ilegal no Acre	306	0	0	Operação Advenus combate crime de promoção de migração ilegal no Acre
305	306	-1	1	Operação Advenus combate crime de promoção de migração ilegal no Acre
PF prende em Natal britânico procurado pela Interpol	307	0	0	PF prende em Natal britânico procurado pela Interpol
306	307	-1	1	PF prende em Natal britânico procurado pela Interpol
Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO	308	0	0	Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO
307	308	-1	1	Operação Lux combate fraude em fundo municipal previdenciário de Luziânia GO
Polícia Federal prende liderança de facção criminosa	309	0	0	Polícia Federal prende liderança de facção criminosa
308	309	-1	1	Polícia Federal prende liderança de facção criminosa
PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem	310	0	0	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
309	310	-1	1	PF e Receita apreendem 9 kg de cocaína ocultos nas estruturas de malas de viagem
Polícia Federal combate crimes eleitorais em Oiapoque	311	0	0	Polícia Federal combate crimes eleitorais em Oiapoque
310	311	-1	1	Polícia Federal combate crimes eleitorais em Oiapoque
Polícia Federal apreende helicóptero com grande carga de cocaína	312	0	0	Polícia Federal apreende helicóptero com grande carga de cocaína
311	312	-1	1	Polícia Federal apreende helicóptero com grande carga de cocaína
PF cumpre mandado de prisão expedido pelo STJ	313	0	0	PF cumpre mandado de prisão expedido pelo STJ
312	313	-1	1	PF cumpre mandado de prisão expedido pelo STJ
Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul	314	0	0	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
313	314	-1	1	Polícia Federal deflagra operação de combate ao contrabando de cigarros na região norte do Estado do Rio Grande do Sul
PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados	315	0	0	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
314	315	-1	1	PF e BPFRON apreendem carreta bi - trem carregada com cigarros contrabandeados
Polícia Federal incinera, em Ponta Porã, 12 toneladas de entorpecentes com apoio da Força Nacional	316	0	0	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
315	316	-1	1	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso	317	0	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
316	317	-1	1	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco	318	0	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
317	318	-1	1	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
PF apreende cerca de 500 comprimidos de ecstasy no interior do RN	319	0	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
318	319	-1	1	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
PF apreende 31 kg de cocaína na Rodovia	320	0	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Presidente Dutra	320	1	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
319	320	-1	1	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças	321	0	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
320	321	-1	1	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados.	322	0	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
321	322	-1	1	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza	323	0	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
322	323	-1	1	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
PF prende duas pessoas por invadir terras públicas no Mato Grosso	324	0	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
323	324	-1	1	PF prende duas pessoas por invadir terras públicas no Mato Grosso
PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe	325	0	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
324	325	-1	1	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
PF encerra atividade de rádio clandestina em Nova Xavantina MT	326	0	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
325	326	-1	1	PF encerra atividade de rádio clandestina em Nova Xavantina MT
PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR	327	0	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
326	327	-1	1	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru	328	0	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
327	328	-1	1	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
PF combate disseminação de pornografia infantojuvenil pela internet	329	0	0	PF combate disseminação de pornografia infantojuvenil pela internet
328	329	-1	1	PF combate disseminação de pornografia infantojuvenil pela internet
Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN	330	0	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
329	330	-1	1	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
Polícia Federal combate fraude à licitação no Amapá	331	0	0	Polícia Federal combate fraude à licitação no Amapá
330	331	-1	1	Polícia Federal combate fraude à licitação no Amapá
PF combate crime de evasão de divisas no Acre	332	0	0	PF combate crime de evasão de divisas no Acre
331	332	-1	1	PF combate crime de evasão de divisas no Acre
PF apreende agasalhos recheados com cocaína	333	0	0	PF apreende agasalhos recheados com cocaína
332	333	-1	1	PF apreende agasalhos recheados com cocaína
PF combate tráfico de armas em Oiapoque	334	0	0	PF combate tráfico de armas em Oiapoque AP
AP	334	1	0	PF combate tráfico de armas em Oiapoque AP
333	334	-1	1	PF combate tráfico de armas em Oiapoque AP
PF,	335	0	0	PF , em ação conjunta com a Receita , apreende mais de 45 kg de cocaína
em ação conjunta com a Receita, apreende mais de 45 kg de cocaína	335	1	0	PF , em ação conjunta com a Receita , apreende mais de 45 kg de cocaína
334	335	-1	1	PF , em ação conjunta com a Receita , apreende mais de 45 kg de cocaína
Polícia Federal comemora 77 anos	336	0	0	Polícia Federal comemora 77 anos
335	336	-1	1	Polícia Federal comemora 77 anos
Polícia Federal combate extração ilegal de minério	337	0	0	Polícia Federal combate extração ilegal de minério
336	337	-1	1	Polícia Federal combate extração ilegal de minério
PF apura suposta importação de vacinas contra covid - 19	338	0	0	PF apura suposta importação de vacinas contra covid - 19
337	338	-1	1	PF apura suposta importação de vacinas contra covid - 19
Polícia Federal e Receita Federal apreendem 3, 5 quilos de skunk na fronteira com o Uruguai	339	0	0	Polícia Federal e Receita Federal apreendem 3 , 5 quilos de skunk na fronteira com o Uruguai
338	339	-1	1	Polícia Federal e Receita Federal apreendem 3 , 5 quilos de skunk na fronteira com o Uruguai
Polícia Federal deflagra Operação Caixa 38	340	0	0	Polícia Federal deflagra Operação Caixa 38
339	340	-1	1	Polícia Federal deflagra Operação Caixa 38
Policiais apreendem veículo carregado com cigarros em Itaipulândia PR	341	0	0	Policiais apreendem veículo carregado com cigarros em Itaipulândia PR
340	341	-1	1	Policiais apreendem veículo carregado com cigarros em Itaipulândia PR
Policiais federais e policiais militares do BPFRON prendem indivíduo em flagrante por contrabando, em Medianeira PR	342	0	0	Policiais federais e policiais militares do BPFRON prendem indivíduo em flagrante por contrabando , em Medianeira PR
341	342	-1	1	Policiais federais e policiais militares do BPFRON prendem indivíduo em flagrante por contrabando , em Medianeira PR
Polícia Federal participa de ação internacional que resultou na apreensão de 6 toneladas de cocaína	343	0	0	Polícia Federal participa de ação internacional que resultou na apreensão de 6 toneladas de cocaína
342	343	-1	1	Polícia Federal participa de ação internacional que resultou na apreensão de 6 toneladas de cocaína
PF apreende cerca de 4, 5 mil maços de cigarros de origem paraguaia	344	0	0	PF apreende cerca de 4 , 5 mil maços de cigarros de origem paraguaia
343	344	-1	1	PF apreende cerca de 4 , 5 mil maços de cigarros de origem paraguaia
Polícia Federal participa de visita técnica ao Porto de Cabedelo PB	345	0	0	Polícia Federal participa de visita técnica ao Porto de Cabedelo PB
344	345	-1	1	Polícia Federal participa de visita técnica ao Porto de Cabedelo PB
Polícia Federal apreende cigarros contrabandeados na fronteira com o Paraguai	346	0	0	Polícia Federal apreende cigarros contrabandeados na fronteira com o Paraguai
345	346	-1	1	Polícia Federal apreende cigarros contrabandeados na fronteira com o Paraguai
Polícia Federal desarticula grupo criminoso responsável por falsa oferta de venda de vacinas para o Ministério da Saúde	347	0	0	Polícia Federal desarticula grupo criminoso responsável por falsa oferta de venda de vacinas para o Ministério da Saúde
346	347	-1	1	Polícia Federal desarticula grupo criminoso responsável por falsa oferta de venda de vacinas para o Ministério da Saúde
Policiais apreendem caminhão carregado com cigarros e duas embarcações em Santa Helena PR	348	0	0	Policiais apreendem caminhão carregado com cigarros e duas embarcações em Santa Helena PR
347	348	-1	1	Policiais apreendem caminhão carregado com cigarros e duas embarcações em Santa Helena PR
Polícia Federal deflagra Operação	349	0	0	Polícia Federal deflagra Operação Ianomâmi 709 de combate o garimpo ilegal em Roraima
Ianomâmi 709 de combate	349	1	0	Polícia Federal deflagra Operação Ianomâmi 709 de combate o garimpo ilegal em Roraima
o garimpo ilegal em Roraima	349	2	0	Polícia Federal deflagra Operação Ianomâmi 709 de combate o garimpo ilegal em Roraima
348	349	-1	1	Polícia Federal deflagra Operação Ianomâmi 709 de combate o garimpo ilegal em Roraima
PF prende no Brasil um dos criminosos mais procurados do Paraguai	350	0	0	PF prende no Brasil um dos criminosos mais procurados do Paraguai
349	350	-1	1	PF prende no Brasil um dos criminosos mais procurados do Paraguai
Polícia Federal deflagra operação para combater falsificação de dinheiro em onze Estados	351	0	0	Polícia Federal deflagra operação para combater falsificação de dinheiro em onze Estados
350	351	-1	1	Polícia Federal deflagra operação para combater falsificação de dinheiro em onze Estados
Polícia Federal participa da Operação Trigger VI promovida pela INTERPOL	352	0	0	Polícia Federal participa da Operação Trigger VI promovida pela INTERPOL
351	352	-1	1	Polícia Federal participa da Operação Trigger VI promovida pela INTERPOL
PF e BPFRON	353	0	0	PF e BPFRON PMPR prendem homem com mandado de prisão em aberto pelo crime de roubo
PMPR prendem homem com mandado de prisão em aberto pelo crime de roubo	353	1	0	PF e BPFRON PMPR prendem homem com mandado de prisão em aberto pelo crime de roubo
352	353	-1	1	PF e BPFRON PMPR prendem homem com mandado de prisão em aberto pelo crime de roubo
PF investiga comercialização e aplicação de vacinas contra Covid - 19 de origem ilícita	354	0	0	PF investiga comercialização e aplicação de vacinas contra Covid - 19 de origem ilícita
353	354	-1	1	PF investiga comercialização e aplicação de vacinas contra Covid - 19 de origem ilícita
Polícia Federal deflagra operação contra grupo criminoso ligado ao tráfico de entorpecentes	355	0	0	Polícia Federal deflagra operação contra grupo criminoso ligado ao tráfico de entorpecentes
354	355	-1	1	Polícia Federal deflagra operação contra grupo criminoso ligado ao tráfico de entorpecentes
PF apreende drogas no Porto de Santos	356	0	0	PF apreende drogas no Porto de Santos
