id;sentencas;documento
406;['Policiais federais, civis COPE PR e militares BPFRON', 'cumprem mandado de prisão pelo crime de tráfico de drogas, em Itaipulândia'];Policiais federais, civis COPE PR e militares BPFRON cumprem mandado de prisão pelo crime de tráfico de drogas, em Itaipulândia
407;['PF,', 'em ação conjunta com a Receita, apreende droga dentro de cosméticos'];PF, em ação conjunta com a Receita, apreende droga dentro de cosméticos
408;['Polícia Federal e APPA realizam fiscalização ambiental no Porto de Paranaguá'];Polícia Federal e APPA realizam fiscalização ambiental no Porto de Paranaguá
409;['PF desarticula associação criminosa voltada para a prática de crimes ambientais e agrários em terras da União'];PF desarticula associação criminosa voltada para a prática de crimes ambientais e agrários em terras da União
410;['Polícia Federal prende em flagrante negociador de diamantes'];Polícia Federal prende em flagrante negociador de diamantes
411;['PF apreende droga dentro de adega para vinhos'];PF apreende droga dentro de adega para vinhos
412;['FICCO - UBERABA, GFRON, PMMT e COD - PM GO apreendem mais de 26 kg de pasta base de cocaína'];FICCO - UBERABA, GFRON, PMMT e COD - PM GO apreendem mais de 26 kg de pasta base de cocaína
413;['A Polícia Federal apreendeu 250 quilos de cocaína em Ponta Porã MS'];A Polícia Federal apreendeu 250 quilos de cocaína em Ponta Porã MS
414;['PF prende foragido por tráfico internacional de drogas'];PF prende foragido por tráfico internacional de drogas
415;['PF apreende cocaína dentro de edredons'];PF apreende cocaína dentro de edredons
416;['Polícia Federal apreende mais de 3, 5kg de cocaína em dois aeroportos do Amazonas'];Polícia Federal apreende mais de 3, 5kg de cocaína em dois aeroportos do Amazonas
417;['PF apreende carretas com 60 m de madeira em porto de Manaus'];PF apreende carretas com 60 m de madeira em porto de Manaus
418;['Polícia Federal esclarece sobre prazos migratórios'];Polícia Federal esclarece sobre prazos migratórios
419;['PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual'];PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual
420;['PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS'];PF deflagra segunda fase da Operação Aversa contra o tráfico de drogas em Campo Grande MS
421;['Polícia Federal apreende mais de R 250 mil em moeda falsa'];Polícia Federal apreende mais de R 250 mil em moeda falsa
422;['Polícia Federal combate contrabando em Campinas'];Polícia Federal combate contrabando em Campinas
423;['Polícia Federal deflagra Operação', 'Quarta', 'Parcela no combate a fraudes contra benefícios emergenciais'];Polícia Federal deflagra Operação Quarta Parcela no combate a fraudes contra benefícios emergenciais
424;['Polícia Federal desarticula facção criminosa estabelecida na região da Serra Gaúcha'];Polícia Federal desarticula facção criminosa estabelecida na região da Serra Gaúcha
425;['Polícia Federal cumpre mais um mandado de prisão preventiva referente à Operação Enterprise'];Polícia Federal cumpre mais um mandado de prisão preventiva referente à Operação Enterprise
426;['Operação Estoque', 'Zero', 'investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid -', '19'];Operação Estoque Zero investiga irregularidades na utilização recursos destinados ao combate da pandemia de Covid - 19
427;['PF investiga grupo criminoso que cobrava para influir em órgãos públicos no DF'];PF investiga grupo criminoso que cobrava para influir em órgãos públicos no DF
428;['Polícia Federal deflagra Operação', 'Ossobuco', 'para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro'];Polícia Federal deflagra Operação Ossobuco para investigar fraudes em contratos firmados entre empresas e hospitais federais sediados no Rio de Janeiro
429;['Operação Escambo investiga envolvido em tráfico de drogas e receptação de motocicletas roubadas em Rondônia'];Operação Escambo investiga envolvido em tráfico de drogas e receptação de motocicletas roubadas em Rondônia
430;['PF deflagra Operação Olho da Providência para combater desmatamento e invasões de terras públicas no Acre'];PF deflagra Operação Olho da Providência para combater desmatamento e invasões de terras públicas no Acre
431;['Polícia Federal enfrenta núcleo de facção criminosa no Amapá'];Polícia Federal enfrenta núcleo de facção criminosa no Amapá
432;['PF apreende caminhão com mais de 7 toneladas de maconha em Ponta Porã MS'];PF apreende caminhão com mais de 7 toneladas de maconha em Ponta Porã MS
433;['PF apreende mais de 2 kg de droga em voo para a frica do Sul'];PF apreende mais de 2 kg de droga em voo para a frica do Sul
434;['PF recupera objeto furtado da UFRN e apreende dinheiro falso em Natal'];PF recupera objeto furtado da UFRN e apreende dinheiro falso em Natal
435;['Operação Cara Grande desativa casas de câmbio que atuavam clandestinamente'];Operação Cara Grande desativa casas de câmbio que atuavam clandestinamente
436;['Polícia Federal apreende 3 kg de skunk no Aeroporto Internacional dos Guararapes, em Pernambuco'];Polícia Federal apreende 3 kg de skunk no Aeroporto Internacional dos Guararapes, em Pernambuco
437;['PF combate a prática ilegal de retenção de cartão de benefícios sociais e previdenciários de indígenas'];PF combate a prática ilegal de retenção de cartão de benefícios sociais e previdenciários de indígenas
438;['Polícia Federal combate prática de jogos de azar, lavagem de dinheiro e evasão de divisas'];Polícia Federal combate prática de jogos de azar, lavagem de dinheiro e evasão de divisas
439;['Polícia Federal realiza apoio ao IBAMA em operação contra exploração de madeira em área protegida em Ponta Porã MS'];Polícia Federal realiza apoio ao IBAMA em operação contra exploração de madeira em área protegida em Ponta Porã MS
440;['PF desarticula esquema criminoso de venda de moedas falsas no Pará'];PF desarticula esquema criminoso de venda de moedas falsas no Pará
441;['Polícia Federal investiga suspeito de compartilhar pela internet', 'imagens contendo abuso de criança'];Polícia Federal investiga suspeito de compartilhar pela internet imagens contendo abuso de criança
442;['Polícia Federal deflagra Operação Shalom para investigar crimes de racismo veiculados na internet'];Polícia Federal deflagra Operação Shalom para investigar crimes de racismo veiculados na internet
443;['Polícia Federal deflagra a Operação Nocivum contra fraudes a benefícios previdenciários na Bahia'];Polícia Federal deflagra a Operação Nocivum contra fraudes a benefícios previdenciários na Bahia
444;['PF, com apoio da Receita Federal, do Ibama e da Marinha, realiza fiscalização em porto de Belém PA'];PF, com apoio da Receita Federal, do Ibama e da Marinha, realiza fiscalização em porto de Belém PA
445;['Polícia Federal prende foragido da Operação Enterprise'];Polícia Federal prende foragido da Operação Enterprise
446;['PF deflagra Operação Expurgo', '2'];PF deflagra Operação Expurgo 2
447;['Polícia Federal deflagra operação Kindergarten para combater desvios de recursos públicos da educação no oeste baiano'];Polícia Federal deflagra operação Kindergarten para combater desvios de recursos públicos da educação no oeste baiano
448;['PF deflagra Operação Onda', 'Certa no Rio de Janeiro'];PF deflagra Operação Onda Certa no Rio de Janeiro
449;['PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes'];PF deflagra a Operação Integração II investiga membros de organização criminosa que atuam no tráfico de entorpecentes
450;['PF deflagra Operação', 'Pente', 'Fino', 'no Rio de Janeiro'];PF deflagra Operação Pente Fino no Rio de Janeiro
451;['Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia'];Laboratório clandestino de drogas sintéticas é descoberto e desativado pela polícia
452;['Polícia Federal, em ação conjunta com o Exército, desocupam garimpo em Mato Grosso'];Polícia Federal, em ação conjunta com o Exército, desocupam garimpo em Mato Grosso
453;['Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco'];Polícia Federal apreende mais de 36 quilos de droga no Aeroporto de Rio Branco
454;['PF incinera aproximadamente 4 toneladas de drogas'];PF incinera aproximadamente 4 toneladas de drogas
455;['PF apreende caminhão e embarcação carregados com cigarros contrabandeados'];PF apreende caminhão e embarcação carregados com cigarros contrabandeados
456;['Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes'];Polícia Federal cumpre mandados em investigação sobre comercialização ilegal de anabolizantes
457;['PF deflagra Operação Sagres no Rio de Janeiro'];PF deflagra Operação Sagres no Rio de Janeiro
458;['Polícia Federal fecha laboratório de falsificação de cédulas no Ceará'];Polícia Federal fecha laboratório de falsificação de cédulas no Ceará
459;['PF deflagra a terceira fase da Operação Pedágio'];PF deflagra a terceira fase da Operação Pedágio
460;['Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia'];Polícia Federal deflagra operação de combate a fraudes no Auxílio Emergencial na Bahia
461;['Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais'];Polícia Federal deflagra operação contra furtos praticados por organização criminosa em aeroporto de Minas Gerais
462;['PF e BPFRON apreendem um veículo carregado com insumos para suplemento'];PF e BPFRON apreendem um veículo carregado com insumos para suplemento
463;['Polícia Federal conclui Operação Fusarium I de erradicação de maconha'];Polícia Federal conclui Operação Fusarium I de erradicação de maconha
464;['PF prende mulher que transportava pedras preciosas ocultadas em seu corpo'];PF prende mulher que transportava pedras preciosas ocultadas em seu corpo
465;['PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo'];PF e Receita apreendem 15 kg de cocaína transportadas por estrangeiros no Aeroporto Internacional de São Paulo
466;['Polícia Federal deflagra nova etapa da Operação Egypto, denominada', 'Fractais'];Polícia Federal deflagra nova etapa da Operação Egypto, denominada Fractais
467;['Polícia Federal deflagra Operação', 'Destilados contra o descaminho de bebidas na fronteira com o Uruguai'];Polícia Federal deflagra Operação Destilados contra o descaminho de bebidas na fronteira com o Uruguai
468;['PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios'];PF e Exército Brasileiro apreendem embarcação carregada com cigarros paraguaios
469;['Polícia Federal cumpre mandado de prisão expedido pelo STF'];Polícia Federal cumpre mandado de prisão expedido pelo STF
470;['PF aprende milhares de cédulas falsas em São José do Rio Preto SP'];PF aprende milhares de cédulas falsas em São José do Rio Preto SP
471;['PF detém mulher transportando 40 mil dólares escondidos junto ao corpo'];PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
472;['Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia'];Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
473;['Polícia Federal deflagra Operação', 'Esquema Novo', 'para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco', 'MT'];Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
474;['PF combate desmatamento ilegal em reserva florestal no Acre.'];PF combate desmatamento ilegal em reserva florestal no Acre.
475;['PF combate crime de moeda falsa em Vilhena RO'];PF combate crime de moeda falsa em Vilhena RO
476;['PF deflagra operação para combater o tráfico de drogas sintéticas em Mato Grosso'];PF deflagra operação para combater o tráfico de drogas sintéticas em Mato Grosso
477;['Polícia Federal e Instituto Médico Legal em Alagoas realizam trabalho conjunto de identificação de cadáveres enterrados sem reconhecimento'];Polícia Federal e Instituto Médico Legal em Alagoas realizam trabalho conjunto de identificação de cadáveres enterrados sem reconhecimento
478;['PF deflagra Operação', 'Olhos Abertos de combate à disseminação de pornografia infantil pela internet'];PF deflagra Operação Olhos Abertos de combate à disseminação de pornografia infantil pela internet
479;['PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim'];PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim
480;['PF e autoridades francesas combatem comércio ilegal de caça na fronteira do Amapá'];PF e autoridades francesas combatem comércio ilegal de caça na fronteira do Amapá
481;['PF apreende 250 kg de cocaína no Mato Grosso'];PF apreende 250 kg de cocaína no Mato Grosso
482;['PF investiga homem que tem se passado por policial federal fazendo uso indevido de símbolos da corporação'];PF investiga homem que tem se passado por policial federal fazendo uso indevido de símbolos da corporação
483;['PF apreende droga enviada pelos Correios em Petrolina PE'];PF apreende droga enviada pelos Correios em Petrolina PE
484;['PF investiga autores de roubos a diversas agências dos Correios ocorridos no ano de 2020'];PF investiga autores de roubos a diversas agências dos Correios ocorridos no ano de 2020
485;['Polícia Federal apreende 2, 6 kg de skunk na fronteira com o Uruguai'];Polícia Federal apreende 2, 6 kg de skunk na fronteira com o Uruguai
486;['PF, em ação conjunta, apreende veículo carregado com cigarros e agrotóxicos em Itaipulândia PR'];PF, em ação conjunta, apreende veículo carregado com cigarros e agrotóxicos em Itaipulândia PR
487;['Polícia Federal deflagra operação contra tráfico de drogas em Mato Grosso e em São Paulo'];Polícia Federal deflagra operação contra tráfico de drogas em Mato Grosso e em São Paulo
488;['PF, em ação conjunta, apreende armas e munições em Santa Cruz do Capibaribe PE'];PF, em ação conjunta, apreende armas e munições em Santa Cruz do Capibaribe PE
489;['Polícia Federal prende acusado de homicídio e de integrar facção criminosa no RN'];Polícia Federal prende acusado de homicídio e de integrar facção criminosa no RN
490;['Polícia Federal extradita estrangeiro procurado pela Interpol por crimes investigados no México'];Polícia Federal extradita estrangeiro procurado pela Interpol por crimes investigados no México
491;['Polícia Federal faz operação no Porto do Açu, em Campos dos Goytacazes RJ'];Polícia Federal faz operação no Porto do Açu, em Campos dos Goytacazes RJ
492;['Polícia Federal deflagra Operação que visa investigar atos de corrupção em órgãos de proteção ambiental no Amapá'];Polícia Federal deflagra Operação que visa investigar atos de corrupção em órgãos de proteção ambiental no Amapá
493;['Polícia Federal investiga fraudes na compra de Equipamentos de Proteção Individual - EPIs no Acre'];Polícia Federal investiga fraudes na compra de Equipamentos de Proteção Individual - EPIs no Acre
494;['PF investiga organização criminosa que praticava crimes com o objetivo de liberar presos condenados pela Justiça'];PF investiga organização criminosa que praticava crimes com o objetivo de liberar presos condenados pela Justiça
495;['Polícia Federal combate disseminação de pornografia infantil na rede mundial de computadores'];Polícia Federal combate disseminação de pornografia infantil na rede mundial de computadores
496;['Polícia Federal localiza menor raptada em Valparaíso de Goiás'];Polícia Federal localiza menor raptada em Valparaíso de Goiás
497;['Polícia Federal, Receita Federal e IBAMA fiscalizam contêineres no Porto de Paranaguá'];Polícia Federal, Receita Federal e IBAMA fiscalizam contêineres no Porto de Paranaguá
498;['PF fecha rádio clandestina em Cordovil'];PF fecha rádio clandestina em Cordovil
499;['PF investiga possível prática de crimes ambientais relacionados ao garimpo ilegal em Rondônia'];PF investiga possível prática de crimes ambientais relacionados ao garimpo ilegal em Rondônia
500;['PF, em ação integrada, apreende um veículo carregado com aproximadamente 5 mil maços de cigarros contrabandeados'];PF, em ação integrada, apreende um veículo carregado com aproximadamente 5 mil maços de cigarros contrabandeados
