Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
Força	PROPN	0	316	15	0	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
Nacional	PROPN	0	316	16	0	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
315	['PROPN', 'PROPN', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN']	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	316	315	1	Polícia Federal incinera , em Ponta Porã , 12 toneladas de entorpecentes com apoio da Força Nacional
PF	PROPN	1	317	0	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
apreende	VERB	1	317	1	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
246	NUM	1	317	2	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
kg	NOUN	0	317	3	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
de	ADP	0	317	4	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
maconha	NOUN	1	317	5	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
e	CCONJ	0	317	6	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
36	NUM	0	317	7	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
sacos	NOUN	1	317	8	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
de	ADP	0	317	9	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
skank	NOUN	1	317	10	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
no	ADP	0	317	11	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
Mato	PROPN	0	317	12	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
Grosso	PROPN	0	317	13	0	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
316	['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN']	[1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]	317	316	1	PF apreende 246 kg de maconha e 36 sacos de skank no Mato Grosso
PF	PROPN	1	318	0	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
deflagra	VERB	1	318	1	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
Operação	PROPN	0	318	2	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
Manzana	PROPN	1	318	3	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
para	SCONJ	0	318	4	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
combater	VERB	0	318	5	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
ilegalidades	NOUN	1	318	6	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
em	ADP	0	318	7	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
vendas	NOUN	0	318	8	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
de	ADP	0	318	9	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
aparelhos	NOUN	0	318	10	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
eletrônicos	ADJ	0	318	11	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
em	ADP	0	318	12	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
Pernambuco	PROPN	0	318	13	0	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
317	['PROPN', 'VERB', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN']	[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	318	317	1	PF deflagra Operação Manzana para combater ilegalidades em vendas de aparelhos eletrônicos em Pernambuco
PF	PROPN	1	319	0	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
apreende	VERB	1	319	1	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
cerca	ADV	0	319	2	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
de	ADP	0	319	3	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
500	NUM	0	319	4	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
comprimidos	NOUN	1	319	5	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
de	ADP	0	319	6	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
ecstasy	PROPN	1	319	7	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
no	ADP	0	319	8	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
interior	NOUN	0	319	9	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
do	ADP	0	319	10	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
RN	PROPN	1	319	11	0	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
318	['PROPN', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADP', 'PROPN']	[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]	319	318	1	PF apreende cerca de 500 comprimidos de ecstasy no interior do RN
PF	PROPN	1	320	0	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
apreende	VERB	1	320	1	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
31	NUM	0	320	2	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
kg	NOUN	0	320	3	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
de	ADP	0	320	4	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
cocaína	NOUN	1	320	5	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
na	ADP	0	320	6	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Rodovia	PROPN	0	320	7	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Presidente	PROPN	0	320	8	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
Dutra	PROPN	0	320	9	0	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
319	['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN']	[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]	320	319	1	PF apreende 31 kg de cocaína na Rodovia Presidente Dutra
PF	PROPN	1	321	0	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
deflagra	VERB	1	321	1	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
a	DET	0	321	2	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Operação	PROPN	0	321	3	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Dotted	PROPN	1	321	4	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Roses	PROPN	1	321	5	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
para	SCONJ	0	321	6	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
combater	VERB	0	321	7	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
os	DET	0	321	8	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
crimes	NOUN	0	321	9	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
de	ADP	0	321	10	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
produção	NOUN	0	321	11	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
de	ADP	0	321	12	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
conteúdo	NOUN	0	321	13	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
com	ADP	0	321	14	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
pornografia	NOUN	1	321	15	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
infantojuvenil	ADJ	1	321	16	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
e	CCONJ	0	321	17	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
exploração	NOUN	0	321	18	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
sexual	ADJ	0	321	19	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
de	ADP	0	321	20	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
crianças	NOUN	0	321	21	0	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
320	['PROPN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN']	[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]	321	320	1	PF deflagra a Operação Dotted Roses para combater os crimes de produção de conteúdo com pornografia infantojuvenil e exploração sexual de crianças
Polícia	PROPN	0	322	0	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
Federal	PROPN	0	322	1	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
e	CCONJ	0	322	2	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
BPFRON	PROPN	1	322	3	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
apreendem	VERB	1	322	4	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
dois	NUM	0	322	5	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
veículos	NOUN	0	322	6	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
carregados	VERB	1	322	7	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
com	ADP	0	322	8	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
cigarros	NOUN	1	322	9	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
contrabandeados	VERB	1	322	10	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
.	PUNCT	0	322	11	0	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
321	['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'PUNCT']	[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]	322	321	1	Polícia Federal e BPFRON apreendem dois veículos carregados com cigarros contrabandeados .
PF	PROPN	1	323	0	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
prende	VERB	1	323	1	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
mulher	NOUN	0	323	2	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
portando	VERB	1	323	3	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
14	NUM	0	323	4	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
kg	NOUN	0	323	5	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
de	ADP	0	323	6	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
maconha	NOUN	1	323	7	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
no	ADP	0	323	8	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
Aeroporto	PROPN	0	323	9	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
de	ADP	0	323	10	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
Fortaleza	PROPN	0	323	11	0	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
322	['PROPN', 'VERB', 'NOUN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN']	[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	323	322	1	PF prende mulher portando 14 kg de maconha no Aeroporto de Fortaleza
PF	PROPN	1	324	0	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
prende	VERB	1	324	1	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
duas	NUM	0	324	2	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
pessoas	NOUN	0	324	3	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
por	SCONJ	0	324	4	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
invadir	VERB	0	324	5	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
terras	NOUN	0	324	6	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
públicas	ADJ	0	324	7	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
no	ADP	0	324	8	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
Mato	PROPN	0	324	9	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
Grosso	PROPN	0	324	10	0	PF prende duas pessoas por invadir terras públicas no Mato Grosso
323	['PROPN', 'VERB', 'NUM', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN']	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	324	323	1	PF prende duas pessoas por invadir terras públicas no Mato Grosso
PF	PROPN	1	325	0	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
combate	VERB	0	325	1	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
o	DET	0	325	2	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
tráfico	NOUN	0	325	3	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
de	ADP	0	325	4	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
drogas	NOUN	0	325	5	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
e	CCONJ	0	325	6	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
a	DET	0	325	7	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
lavagem	NOUN	0	325	8	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
de	ADP	0	325	9	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
dinheiro	NOUN	0	325	10	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
em	ADP	0	325	11	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
Sergipe	PROPN	0	325	12	0	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
324	['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN']	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	325	324	1	PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe
PF	PROPN	1	326	0	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
encerra	VERB	0	326	1	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
atividade	NOUN	0	326	2	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
de	ADP	0	326	3	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
rádio	NOUN	0	326	4	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
clandestina	ADJ	1	326	5	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
em	ADP	0	326	6	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
Nova	PROPN	0	326	7	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
Xavantina	PROPN	1	326	8	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
MT	PROPN	1	326	9	0	PF encerra atividade de rádio clandestina em Nova Xavantina MT
325	['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PROPN']	[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]	326	325	1	PF encerra atividade de rádio clandestina em Nova Xavantina MT
PF	PROPN	1	327	0	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
deflagra	VERB	1	327	1	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
Operação	PROPN	0	327	2	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
Argos	PROPN	1	327	3	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
para	SCONJ	0	327	4	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
investigar	VERB	0	327	5	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
desvios	NOUN	1	327	6	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
de	ADP	0	327	7	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
dinheiro	NOUN	0	327	8	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
público	ADJ	0	327	9	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
em	ADP	0	327	10	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
contratos	NOUN	0	327	11	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
de	ADP	0	327	12	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
cerca	ADV	0	327	13	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
de	ADP	0	327	14	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
R	SYM	0	327	15	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
10	NUM	0	327	16	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
milhões	NUM	0	327	17	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
em	ADP	0	327	18	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
Pacaraima	PROPN	1	327	19	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
RR	PROPN	1	327	20	0	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
326	['PROPN', 'VERB', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'ADV', 'ADP', 'SYM', 'NUM', 'NUM', 'ADP', 'PROPN', 'PROPN']	[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	327	326	1	PF deflagra Operação Argos para investigar desvios de dinheiro público em contratos de cerca de R 10 milhões em Pacaraima RR
PF	PROPN	1	328	0	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
viabiliza	VERB	1	328	1	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
a	DET	0	328	2	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
travessia	NOUN	0	328	3	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
de	ADP	0	328	4	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
tripulantes	NOUN	0	328	5	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
terrestres	ADJ	0	328	6	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
detidos	VERB	1	328	7	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
em	ADP	0	328	8	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
fronteira	NOUN	0	328	9	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
entre	ADP	0	328	10	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
Brasil	PROPN	0	328	11	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
e	CCONJ	0	328	12	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
Peru	PROPN	0	328	13	0	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
327	['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN']	[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	328	327	1	PF viabiliza a travessia de tripulantes terrestres detidos em fronteira entre Brasil e Peru
PF	PROPN	1	329	0	0	PF combate disseminação de pornografia infantojuvenil pela internet
combate	VERB	0	329	1	0	PF combate disseminação de pornografia infantojuvenil pela internet
disseminação	NOUN	1	329	2	0	PF combate disseminação de pornografia infantojuvenil pela internet
de	ADP	0	329	3	0	PF combate disseminação de pornografia infantojuvenil pela internet
pornografia	NOUN	1	329	4	0	PF combate disseminação de pornografia infantojuvenil pela internet
infantojuvenil	ADJ	1	329	5	0	PF combate disseminação de pornografia infantojuvenil pela internet
pela	ADP	0	329	6	0	PF combate disseminação de pornografia infantojuvenil pela internet
internet	PROPN	0	329	7	0	PF combate disseminação de pornografia infantojuvenil pela internet
328	['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN']	[1, 0, 1, 0, 1, 1, 0, 0]	329	328	1	PF combate disseminação de pornografia infantojuvenil pela internet
Polícia	PROPN	0	330	0	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
Federal	PROPN	0	330	1	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
prende	VERB	1	330	2	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
no	ADP	0	330	3	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
Ceará	PROPN	0	330	4	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
homem	NOUN	0	330	5	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
foragido	ADJ	1	330	6	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
do	ADP	0	330	7	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
Sistema	PROPN	0	330	8	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
Prisional	PROPN	1	330	9	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
do	ADP	0	330	10	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
RN	PROPN	1	330	11	0	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
329	['PROPN', 'PROPN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN']	[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]	330	329	1	Polícia Federal prende no Ceará homem foragido do Sistema Prisional do RN
Polícia	PROPN	0	331	0	0	Polícia Federal combate fraude à licitação no Amapá
Federal	PROPN	0	331	1	0	Polícia Federal combate fraude à licitação no Amapá
combate	VERB	0	331	2	0	Polícia Federal combate fraude à licitação no Amapá
fraude	NOUN	0	331	3	0	Polícia Federal combate fraude à licitação no Amapá
à	ADP	0	331	4	0	Polícia Federal combate fraude à licitação no Amapá
licitação	NOUN	1	331	5	0	Polícia Federal combate fraude à licitação no Amapá
no	ADP	0	331	6	0	Polícia Federal combate fraude à licitação no Amapá
Amapá	PROPN	0	331	7	0	Polícia Federal combate fraude à licitação no Amapá
330	['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN']	[0, 0, 0, 0, 0, 1, 0, 0]	331	330	1	Polícia Federal combate fraude à licitação no Amapá
PF	PROPN	1	332	0	0	PF combate crime de evasão de divisas no Acre
combate	VERB	0	332	1	0	PF combate crime de evasão de divisas no Acre
crime	NOUN	0	332	2	0	PF combate crime de evasão de divisas no Acre
de	ADP	0	332	3	0	PF combate crime de evasão de divisas no Acre
evasão	NOUN	1	332	4	0	PF combate crime de evasão de divisas no Acre
de	ADP	0	332	5	0	PF combate crime de evasão de divisas no Acre
divisas	NOUN	1	332	6	0	PF combate crime de evasão de divisas no Acre
no	ADP	0	332	7	0	PF combate crime de evasão de divisas no Acre
Acre	PROPN	0	332	8	0	PF combate crime de evasão de divisas no Acre
331	['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN']	[1, 0, 0, 0, 1, 0, 1, 0, 0]	332	331	1	PF combate crime de evasão de divisas no Acre
PF	PROPN	1	333	0	0	PF apreende agasalhos recheados com cocaína
apreende	VERB	1	333	1	0	PF apreende agasalhos recheados com cocaína
agasalhos	NOUN	1	333	2	0	PF apreende agasalhos recheados com cocaína
recheados	VERB	1	333	3	0	PF apreende agasalhos recheados com cocaína
com	ADP	0	333	4	0	PF apreende agasalhos recheados com cocaína
cocaína	NOUN	1	333	5	0	PF apreende agasalhos recheados com cocaína
